sample_id,region,province_soil_name,soil_texture_class,climate_type,season,elevation_m,temp_c,rainfall_mm,nitrogen_pct,phosphorus_ppm,potassium_cmol,soil_ph,organic_matter_pct,moisture_pct,cation_exchange_capacity,base_saturation_pct,soil_depth_cm,bulk_density_gcc,drainage_class,near_water_body,slope_pct,farm_history,previous_crop,best_crop,top3_crops,suitability_spread,score_Palay (Rice),score_Mais (Corn),score_Cassava,score_Camote,score_Saging (Banana),score_Tubo (Sugarcane),score_Niyog (Coconut),score_Kape (Coffee),score_Kakaw (Cacao),score_Abaka (Abaca),score_Luya (Ginger),score_Langka (Jackfruit),score_Pechay,score_Sitaw (String Beans),score_Ampalaya,score_Malunggay (Moringa),score_Talong (Eggplant),score_Kamatis (Tomato),score_Sibuyas (Onion),score_Bawang (Garlic),score_Pinya (Pineapple),score_Mangga (Mango),score_Durian,score_Repolyo (Cabbage),score_Strawberry
SOIL001816,Central Visayas,Cebu Clay Loam,Clay Loam,Type III,Dry Season,115.9,28.8,319.1,0.105,,4.289,6.0,0.99,27.5,25.3,56.5,45.0,1.28,Well Drained,1,0.7,Monocrop,Corn,Niyog (Coconut),Niyog (Coconut)|Tubo (Sugarcane)|Ampalaya,34.8,61.2,85.1,72.1,79.5,86.1,90.7,91.7,67.2,73.7,65.9,69.0,86.2,79.1,72.3,90.0,83.2,89.8,75.4,67.2,64.6,77.7,86.0,69.9,64.4,56.9
SOIL001401,Davao Region,Davao Clay Loam,Clay Loam,Type IV,Wet Season,466.1,27.2,186.3,0.373,18.9,1.528,5.7,3.58,84.1,15.3,34.0,120.0,1.16,Well Drained,0,2.0,Rotation,Coconut,Mais (Corn),Mais (Corn)|Saging (Banana)|Tubo (Sugarcane),39.9,91.8,100.0,64.7,61.8,100.0,100.0,92.0,100.0,100.0,97.6,100.0,92.9,84.6,62.3,75.4,90.5,88.5,83.6,66.7,62.0,90.7,77.5,99.5,63.6,60.1
SOIL001854,Cagayan Valley,Tuguegarao Clay Loam,Clay Loam,Type III,Transition,176.9,27.9,369.9,0.102,7.93,2.292,6.5,0.63,47.0,,55.2,,0.93,Excessively Drained,1,2.9,Virgin Land,Rice,Niyog (Coconut),Niyog (Coconut)|Abaka (Abaca)|Mangga (Mango),52.9,86.1,87.3,81.0,68.3,81.9,64.7,95.1,85.2,85.4,89.5,87.8,87.4,72.0,65.2,75.6,85.4,75.7,70.3,47.1,42.2,76.7,88.0,86.5,61.4,55.1
SOIL002742,CALABARZON,Los Banos Clay Loam,Clay Loam,Type III,Dry Season,6.0,28.1,202.9,0.203,7.52,1.541,6.2,1.52,23.8,24.4,76.1,30.0,1.24,Somewhat Poorly Drained,0,5.1,Virgin Land,Rice,Ampalaya,Ampalaya|Malunggay (Moringa)|Mangga (Mango),24.7,80.1,88.7,80.0,82.9,89.0,90.0,90.1,72.5,75.8,76.7,71.0,90.1,90.2,79.5,93.1,92.7,90.4,91.2,79.3,68.4,78.5,91.3,74.4,79.0,71.9
SOIL007123,Northern Mindanao,Bukidnon Clay Loam,Clay Loam,Type IV,Wet Season,452.7,28.5,191.7,0.075,16.43,2.907,5.4,0.5,70.0,22.4,,60.0,1.26,Well Drained,0,0.5,Orchard,Corn,Niyog (Coconut),Niyog (Coconut)|Malunggay (Moringa)|Luya (Ginger),55.8,74.5,88.1,62.3,66.4,88.9,87.3,97.1,88.0,91.6,92.9,95.9,95.1,70.7,53.7,58.6,96.1,75.1,58.8,51.2,41.3,86.9,75.3,89.8,50.0,47.6
SOIL002945,Central Luzon,Candaba Muck,Muck,Type I,Transition,181.3,31.1,36.6,0.189,34.35,3.331,7.5,0.75,38.3,13.1,67.1,45.0,1.08,Poorly Drained,1,3.6,Fallow,Rice,Malunggay (Moringa),Malunggay (Moringa)|Talong (Eggplant)|Mangga (Mango),38.5,68.6,71.0,61.3,65.2,57.8,49.7,72.6,40.0,68.7,53.4,47.1,68.2,63.6,70.3,56.7,78.5,74.6,71.3,49.8,49.5,55.7,73.1,53.7,59.0,42.7
SOIL007856,Central Visayas,Negros Clay,Clay,Type III,Transition,166.0,27.8,113.9,0.224,10.05,1.164,6.9,1.97,31.1,,64.7,45.0,1.36,Moderately Well Drained,0,5.8,Monocrop,Rice,Palay (Rice),Palay (Rice)|Talong (Eggplant)|Sitaw (String Beans),27.0,93.7,90.2,87.9,87.6,87.8,79.3,87.5,79.3,84.2,82.2,85.9,89.4,90.5,91.7,90.7,86.7,92.4,89.6,74.3,67.2,86.4,91.5,75.3,81.0,66.7
SOIL003096,Caraga,Bislig Clay,Clay,Type II,Wet Season,329.1,27.7,315.3,0.203,,1.912,6.4,1.76,49.7,15.8,45.0,30.0,1.19,Moderately Well Drained,1,1.0,Monocrop,Vegetable,Palay (Rice),Palay (Rice)|Tubo (Sugarcane)|Langka (Jackfruit),46.4,95.1,90.5,72.7,69.0,87.9,94.1,90.7,89.2,89.9,91.6,89.7,92.4,59.3,61.2,68.8,91.4,65.4,62.9,60.0,56.0,87.3,74.5,92.4,48.7,48.9
SOIL005742,SOCCSKSARGEN,South Cotabato Loam,Loam,Type IV,Transition,352.5,25.9,287.1,0.252,14.58,1.767,6.0,2.75,24.8,17.3,69.1,90.0,1.38,moderately well drained,0,1.3,Rotation,Unknown,Palay (Rice),Palay (Rice)|Camote|Niyog (Coconut),32.2,100.0,98.9,98.8,100.0,97.2,82.7,100.0,99.9,99.9,99.5,99.9,96.9,93.2,92.3,98.7,97.9,98.9,88.7,69.7,67.8,100.0,100.0,100.0,74.2,75.1
SOIL003802,BARMM,Lanao Sandy Loam,Sandy Loam,Type IV,Dry Season,137.1,28.3,129.6,0.137,6.44,1.1,5.9,,16.5,11.0,66.9,45.0,1.22,Well Drained,0,11.6,Monocrop,Unknown,Mais (Corn),Mais (Corn)|Cassava|Camote,40.4,59.6,100.0,100.0,100.0,97.1,89.5,100.0,76.3,81.0,73.0,80.6,97.7,99.4,97.3,96.3,100.0,97.2,99.4,96.8,92.6,97.2,97.6,77.7,83.8,87.1
SOIL007837,Central Visayas,Negros Clay,Clay,Type III,Transition,367.1,25.5,14.7,0.249,16.38,2.647,5.5,2.1,44.6,13.2,78.5,60.0,1.29,Moderately Well Drained,1,2.9,Rotation,Vegetable,Mais (Corn),Mais (Corn)|Palay (Rice)|Niyog (Coconut),31.1,85.4,86.3,82.2,75.0,83.8,70.1,84.7,80.2,77.0,76.1,80.2,81.3,82.6,67.9,67.1,83.6,84.0,75.0,55.2,60.2,81.7,83.8,78.8,63.6,71.7
SOIL006385,CALABARZON,Lipa Clay Loam,Clay Loam,Type III,Transition,363.9,27.2,189.5,0.338,28.79,2.473,4.8,3.49,67.4,29.1,67.1,90.0,1.43,Somewhat Poorly Drained,1,0.5,Virgin Land,Coconut,Palay (Rice),Palay (Rice)|Kakaw (Cacao)|Kape (Coffee),56.4,99.5,83.8,72.8,67.3,81.8,64.8,86.9,91.7,93.2,91.1,77.7,88.1,82.3,66.7,80.1,82.8,81.5,78.6,55.4,43.1,82.7,89.8,90.7,68.5,57.9
SOIL000476,Caraga,Agusan Sandy Loam,Sandy Loam,Type II,Dry Season,363.8,27.2,234.3,0.195,12.09,0.852,6.1,1.74,33.3,10.2,47.7,75.0,1.37,Moderately Well Drained,0,0.6,Fallow,Rice,Mais (Corn),Mais (Corn)|Camote|Niyog (Coconut),25.6,74.4,100.0,99.5,100.0,99.1,87.3,100.0,79.9,81.9,81.9,82.3,100.0,99.5,100.0,99.1,100.0,100.0,95.6,93.1,84.2,99.5,99.1,78.7,82.9,83.5
SOIL002098,CALABARZON,Los Banos Clay Loam,Clay Loam,Type III,Dry Season,93.9,28.1,325.5,0.124,9.91,2.395,6.6,1.21,29.7,,,75.0,1.22,Poorly Drained,0,17.3,Rotation,Vegetable,Langka (Jackfruit),Langka (Jackfruit)|Niyog (Coconut)|Saging (Banana),37.7,78.9,85.9,76.1,71.1,86.1,84.5,87.5,66.7,69.4,67.4,68.0,88.1,75.5,67.3,80.1,84.5,81.2,71.1,62.0,62.1,70.0,85.4,65.9,63.8,50.4
SOIL002771,Davao Region,Tagum Clay,Clay,Type IV,Transition,271.3,28.1,216.0,0.277,4.51,0.583,5.6,2.45,47.0,,42.1,90.0,1.38,Moderately Well Drained,0,5.3,Orchard,Corn,Palay (Rice),Palay (Rice)|Pinya (Pineapple)|Niyog (Coconut),57.1,100.0,89.6,88.4,80.9,88.7,79.7,91.4,87.8,87.7,90.6,88.3,88.4,87.7,80.4,78.0,88.6,90.4,77.2,56.1,42.9,92.6,90.9,86.8,63.9,75.0
SOIL006298,Northern Mindanao,Misamis Sandy Loam,Sandy Loam,Type IV,Wet Season,146.8,25.2,144.1,0.158,36.19,0.992,5.0,1.6,60.0,21.2,66.2,30.0,1.17,Moderately Well Drained,0,2.5,Orchard,Rice,Niyog (Coconut),Niyog (Coconut)|Pinya (Pineapple)|Malunggay (Moringa),45.7,87.2,91.4,88.0,79.9,87.6,81.4,100.0,96.3,98.0,96.1,85.7,99.2,73.3,67.1,67.0,99.5,76.2,67.3,65.1,64.5,100.0,82.1,95.0,56.1,54.3
SOIL006510,Northern Mindanao,Misamis Sandy Loam,Sandy Loam,Type IV,Transition,742.1,22.7,204.9,0.204,6.19,0.859,5.0,1.14,34.0,22.3,94.8,60.0,1.11,Somewhat Poorly Drained,0,0.8,Fallow,Coconut,Cassava,Cassava|Camote|Palay (Rice),43.9,85.6,74.3,88.6,88.6,75.1,44.7,80.0,84.1,85.3,84.7,76.4,84.1,79.4,71.0,74.0,83.6,79.0,69.3,49.7,46.6,85.5,84.9,81.4,69.7,67.3
SOIL004179,Eastern Visayas,Biliran Clay Loam,Clay Loam,Type II,Dry Season,263.5,26.6,166.3,0.321,10.52,1.323,6.3,3.3,21.1,3.0,92.4,45.0,1.22,Moderately Well Drained,1,1.1,Fallow,Corn,Saging (Banana),Saging (Banana)|Tubo (Sugarcane)|Niyog (Coconut),21.3,78.8,98.9,83.8,78.7,100.0,100.0,100.0,85.7,85.0,82.7,85.1,98.2,100.0,90.2,100.0,95.3,100.0,100.0,95.7,88.1,89.4,100.0,82.4,92.3,79.3
SOIL002570,SOCCSKSARGEN,Sultan Kudarat Clay,Clay,Type IV,Transition,130.1,26.9,152.4,0.125,8.41,2.149,6.4,1.01,55.5,31.0,57.9,60.0,1.01,Well Drained,0,6.3,Monocrop,Vegetable,Mais (Corn),Mais (Corn)|Pechay|Niyog (Coconut),25.8,82.0,90.6,85.4,85.0,78.7,78.6,88.9,84.8,84.2,82.3,87.7,84.1,90.2,83.5,82.9,84.0,83.6,82.7,67.9,64.8,83.4,88.4,80.5,66.9,73.3
SOIL006696,Northern Mindanao,Bukidnon Clay Loam,Clay Loam,Type IV,Dry Season,611.7,27.8,101.1,0.02,20.76,2.183,5.5,0.5,27.5,14.8,66.4,75.0,0.86,Moderately Well Drained,0,0.1,Monocrop,Coconut,Malunggay (Moringa),Malunggay (Moringa)|Mangga (Mango)|Talong (Eggplant),32.5,59.2,87.3,81.2,78.1,78.5,80.6,86.2,68.2,62.9,61.3,64.9,86.9,87.2,68.6,75.6,89.6,88.5,75.8,64.5,66.5,80.4,88.8,57.1,66.2,67.5
SOIL002078,Cagayan Valley,Tuguegarao Clay Loam,Clay Loam,Type III,Transition,176.7,28.6,262.1,0.037,6.25,1.25,5.8,0.5,44.6,22.7,78.3,30.0,1.34,Poorly Drained,1,4.4,Orchard,Rice,Palay (Rice),Palay (Rice)|Mangga (Mango)|Talong (Eggplant),52.3,83.5,79.6,74.7,72.8,76.0,57.9,78.2,82.0,82.8,79.8,78.1,80.4,79.5,67.9,70.5,80.1,83.2,67.4,35.6,31.2,77.4,83.5,78.7,48.5,44.0
SOIL007629,CALABARZON,Lipa Clay Loam,Clay Loam,Type III,Dry Season,343.8,29.7,218.8,0.055,8.73,2.096,7.7,1.1,37.2,17.7,67.4,60.0,1.42,Moderately Well Drained,0,1.4,Virgin Land,Corn,Malunggay (Moringa),Malunggay (Moringa)|Niyog (Coconut)|Talong (Eggplant),43.6,61.5,88.9,84.5,72.4,76.2,86.5,90.7,53.3,69.4,63.0,60.4,89.2,84.7,79.2,75.8,96.3,90.1,84.1,65.1,60.4,67.9,87.1,57.6,69.7,52.7
SOIL004345,Western Visayas,Iloilo Clay,Clay,Type I,Wet Season,372.4,25.9,356.3,0.143,16.29,0.359,5.4,1.37,76.8,19.2,96.1,60.0,1.34,Well Drained,0,4.0,Orchard,Rice,Tubo (Sugarcane),Tubo (Sugarcane)|Palay (Rice)|Abaka (Abaca),60.7,87.9,84.0,67.7,65.3,79.4,94.3,84.7,86.5,86.4,87.3,81.8,84.7,52.1,44.8,44.5,78.6,53.7,38.9,44.0,43.6,81.7,67.0,84.8,33.6,40.7
SOIL007158,Davao Region,Compostela Sandy Loam,Sandy Loam,Type IV,Dry Season,869.6,25.7,260.3,0.238,8.86,1.608,6.2,3.94,29.7,7.0,52.5,60.0,1.3,Well Drained,0,3.3,Virgin Land,Unknown,Mais (Corn),Mais (Corn)|Cassava|Camote,33.2,66.8,100.0,100.0,100.0,100.0,91.4,100.0,84.3,85.9,83.6,85.9,100.0,100.0,100.0,100.0,100.0,100.0,97.3,93.2,94.2,100.0,100.0,86.5,81.2,77.2
SOIL005254,Ilocos Region,Pablo Clay,Clay,Type I,Wet Season,205.7,28.4,210.9,0.152,4.21,0.784,6.7,1.78,67.2,12.2,58.1,120.0,1.2,Somewhat Poorly Drained,0,9.7,Rotation,None,Palay (Rice),Palay (Rice)|Tubo (Sugarcane)|Abaka (Abaca),58.6,99.7,78.0,61.0,60.3,80.8,88.7,78.6,73.1,79.7,84.6,79.4,80.6,62.4,62.3,64.4,81.3,60.2,63.2,57.4,45.3,73.9,65.2,76.4,47.0,41.1
SOIL004802,Eastern Visayas,Leyte Clay,Clay,Type II,Dry Season,79.6,29.9,223.3,0.179,2.76,1.47,5.3,1.56,21.5,,,,1.27,Well Drained,1,8.0,Rotation,None,Tubo (Sugarcane),Tubo (Sugarcane)|Camote|Cassava,43.7,71.9,83.3,90.7,91.8,85.6,95.6,83.4,66.7,68.9,70.2,64.8,87.7,82.1,72.0,72.7,87.5,84.8,73.1,62.8,51.9,87.5,90.7,71.6,60.7,66.5
SOIL003902,Caraga,Bislig Clay,Clay,Type II,Dry Season,128.8,26.6,175.5,0.105,25.41,1.503,6.1,0.79,41.9,14.9,85.2,120.0,1.46,Moderately Well Drained,1,6.4,Rotation,Rice,Tubo (Sugarcane),Tubo (Sugarcane)|Ampalaya|Mangga (Mango),32.2,74.7,83.3,83.7,85.9,83.3,92.9,84.7,66.9,64.4,65.7,66.1,85.2,82.8,83.5,87.9,85.1,82.4,82.9,82.0,79.6,85.2,86.1,60.7,67.5,70.4
SOIL000355,Central Luzon,Bulacan Clay Loam,Clay Loam,Type I,Dry Season,167.0,31.3,42.4,0.153,11.71,1.136,6.8,1.18,37.2,31.6,50.4,120.0,1.33,Moderately Well Drained,0,0.3,Fallow,Vegetable,Mangga (Mango),Mangga (Mango)|Mais (Corn)|Malunggay (Moringa),42.3,68.7,92.4,79.3,77.6,86.8,81.9,88.9,50.5,67.8,65.1,60.8,88.8,83.0,79.2,91.1,91.6,88.3,87.6,77.0,74.5,71.7,92.8,57.9,79.5,58.3
SOIL006485,MIMAROPA,Palawan Sandy Loam,Sandy Loam,Type I,Transition,312.9,27.2,15.8,0.02,,0.9,5.9,0.5,38.7,16.3,65.6,90.0,1.19,Excessively Drained,0,7.2,Fallow,Vegetable,Malunggay (Moringa),Malunggay (Moringa)|Niyog (Coconut)|Cassava,50.1,57.2,75.5,81.5,73.7,71.0,39.1,81.8,68.6,68.1,64.8,69.5,70.1,68.1,71.0,69.5,89.2,73.2,72.0,57.5,55.1,77.1,76.1,63.5,58.3,57.4
SOIL005886,Western Visayas,Capiz Sandy Loam,Sandy Loam,Type I,Dry Season,294.2,27.7,19.1,0.195,7.98,1.497,5.8,1.66,50.6,10.1,55.3,150.0,1.23,Poorly Drained,0,9.9,Virgin Land,Rice,Mangga (Mango),Mangga (Mango)|Malunggay (Moringa)|Mais (Corn),29.8,60.2,86.9,84.3,81.8,83.6,70.8,84.0,62.9,63.7,63.4,62.5,83.5,83.8,80.2,79.6,87.3,82.7,79.2,85.8,80.7,83.3,90.0,62.7,70.1,75.3
SOIL000849,Eastern Visayas,Samar Sandy Clay,Clay,Type II,Wet Season,249.0,26.2,569.2,0.195,14.88,1.14,5.8,,63.0,18.1,70.2,90.0,1.15,Moderately Well Drained,0,0.8,Fallow,Corn,Palay (Rice),Palay (Rice)|Saging (Banana)|Niyog (Coconut),55.7,98.6,79.6,61.6,59.7,89.1,86.5,87.6,80.3,76.0,84.8,77.6,80.0,60.0,56.8,52.8,77.7,60.8,53.6,56.6,56.7,76.6,62.8,74.8,42.9,47.5
SOIL001922,Caraga,Agusan Sandy Loam,Sandy Loam,Type II,Wet Season,62.0,26.5,438.0,0.272,11.78,2.13,6.0,2.28,42.5,23.2,54.7,60.0,1.07,Well Drained,0,5.8,Orchard,Vegetable,Saging (Banana),Saging (Banana)|Durian|Abaka (Abaca),45.2,80.9,95.5,70.7,61.4,100.0,86.7,96.8,85.5,95.5,98.4,92.9,95.3,67.8,72.0,70.7,83.7,73.1,72.5,70.3,71.6,85.7,72.5,99.7,57.4,54.8
SOIL000924,CALABARZON,Los Banos Clay Loam,Clay Loam,Type III,Wet Season,214.1,27.5,191.9,0.247,9.46,0.715,5.6,,68.5,25.4,77.8,120.0,1.11,Poorly Drained,0,3.0,Rotation,Rice,Palay (Rice),Palay (Rice)|Niyog (Coconut)|Langka (Jackfruit),51.3,96.3,88.8,65.5,59.6,88.0,87.6,95.0,89.0,93.4,91.4,90.5,94.9,74.0,54.6,65.4,93.6,71.3,65.6,53.6,45.0,79.5,71.6,90.9,53.8,53.0
SOIL007924,Western Visayas,Capiz Sandy Loam,Sandy Loam,Type I,Transition,176.7,30.0,10.7,0.261,9.31,1.482,5.7,,62.8,8.0,63.0,60.0,1.04,Well Drained,0,3.1,Rotation,Unknown,Malunggay (Moringa),Malunggay (Moringa)|Mangga (Mango)|Talong (Eggplant),35.7,69.7,92.5,87.6,86.0,90.4,61.4,93.1,83.3,88.0,86.8,90.1,93.1,84.8,88.8,81.4,97.1,95.2,84.5,68.1,62.0,88.5,95.4,90.5,72.2,78.4
SOIL002720,BARMM,Basilan Clay Loam,Clay Loam,Type IV,Wet Season,168.3,28.8,159.9,0.195,8.54,1.612,6.2,1.89,69.0,21.5,66.1,60.0,1.01,Well Drained,0,9.8,Orchard,Rice,Luya (Ginger),Luya (Ginger)|Langka (Jackfruit)|Malunggay (Moringa),38.0,88.0,99.2,70.1,70.9,97.8,98.8,98.3,97.5,97.1,96.6,100.0,100.0,81.4,68.3,80.4,100.0,83.7,80.4,69.0,67.7,87.5,82.3,96.3,67.3,62.0
SOIL007451,Zamboanga Peninsula,Zamboanga Clay Loam,Clay Loam,Type IV,Transition,75.4,29.8,199.5,0.117,18.99,2.142,6.1,1.93,41.3,30.1,41.6,90.0,1.3,Well Drained,0,6.6,Orchard,Unknown,Niyog (Coconut),Niyog (Coconut)|Kakaw (Cacao)|Luya (Ginger),44.3,91.3,98.6,89.1,90.4,95.8,80.6,100.0,94.4,100.0,99.9,100.0,98.0,96.5,92.0,99.5,99.8,99.2,98.1,66.1,55.7,90.6,100.0,98.4,86.1,78.2
SOIL001823,Central Luzon,Candaba Muck,Muck,Type I,Transition,207.3,29.2,24.8,0.027,8.93,2.089,5.8,0.67,61.0,4.7,50.6,120.0,1.27,Well Drained,0,2.7,Monocrop,Unknown,Malunggay (Moringa),Malunggay (Moringa)|Mais (Corn)|Cassava,33.4,66.5,75.0,74.3,70.6,68.9,43.3,67.5,63.9,65.0,63.8,67.4,71.3,67.6,67.2,63.0,76.7,74.2,66.0,48.7,45.3,72.8,74.2,67.4,54.8,58.8
SOIL005464,Cagayan Valley,Isabela Sandy Loam,Sandy Loam,Type III,Wet Season,32.9,27.0,393.1,0.362,22.52,1.608,6.5,4.16,46.0,10.1,79.6,30.0,1.21,Well Drained,0,5.1,Monocrop,Rice,Mais (Corn),Mais (Corn)|Saging (Banana)|Kakaw (Cacao),39.5,86.4,100.0,70.8,66.8,100.0,90.9,95.3,94.5,100.0,99.4,98.9,95.8,73.0,65.5,73.9,85.3,70.1,73.7,77.6,70.1,88.3,75.0,100.0,60.5,61.2
SOIL004191,SOCCSKSARGEN,Sarangani Sandy Loam,Sandy Loam,Type IV,Dry Season,145.4,26.7,108.7,0.339,19.63,1.831,6.2,2.9,41.9,12.4,79.3,30.0,1.01,Moderately Well Drained,0,8.3,Monocrop,Rice,Mais (Corn),Mais (Corn)|Pechay|Ampalaya,36.2,63.8,100.0,90.7,90.0,97.1,81.2,94.4,74.9,77.1,78.6,79.6,92.3,100.0,97.7,100.0,87.9,100.0,100.0,99.0,93.7,100.0,96.7,76.0,84.3,86.1
SOIL004879,SOCCSKSARGEN,South Cotabato Loam,Loam,Type IV,Transition,384.9,28.1,83.8,0.275,17.02,3.822,6.9,2.92,51.2,23.1,38.4,60.0,1.39,Well Drained,0,1.0,Rotation,Corn,Niyog (Coconut),Niyog (Coconut)|Talong (Eggplant)|Kamatis (Tomato),26.9,76.2,93.8,84.9,89.9,96.4,74.2,99.7,78.1,90.5,83.4,86.1,91.1,98.6,96.8,98.4,92.9,99.4,99.4,79.7,75.8,84.8,98.2,81.0,88.1,72.8
SOIL000457,Bicol Region,Albay Clay Loam,Clay Loam,Type II,Dry Season,304.7,28.3,178.8,0.111,4.76,1.447,6.2,1.46,40.0,20.7,81.0,150.0,1.2,Excessively Drained,0,24.0,Virgin Land,Unknown,Malunggay (Moringa),Malunggay (Moringa)|Niyog (Coconut)|Langka (Jackfruit),30.8,65.3,82.8,85.3,75.6,84.5,80.0,95.5,69.3,68.2,67.6,67.9,86.6,85.9,72.4,84.8,95.6,85.2,83.6,75.7,67.5,85.1,85.7,66.2,72.1,64.8
SOIL000204,CALABARZON,Los Banos Clay Loam,Clay Loam,Type III,Transition,390.1,26.8,232.7,0.158,6.53,1.279,4.5,1.31,57.2,18.0,19.1,120.0,0.97,Well Drained,0,5.3,Fallow,Coconut,Malunggay (Moringa),Malunggay (Moringa)|Mangga (Mango)|Niyog (Coconut),55.8,80.1,78.7,83.3,74.7,80.3,61.3,90.7,84.2,89.0,85.3,79.3,87.0,82.2,67.7,80.3,92.8,82.0,77.0,42.0,37.0,85.8,91.3,82.3,61.9,51.3
SOIL006022,BARMM,Lanao Sandy Loam,Sandy Loam,Type IV,Wet Season,261.3,26.8,231.5,0.137,17.09,3.261,5.7,1.31,67.2,7.9,62.3,60.0,1.38,Moderately Well Drained,1,0.1,Fallow,Rice,Durian,Durian|Langka (Jackfruit)|Niyog (Coconut),46.4,79.9,93.1,75.3,77.0,96.4,85.6,96.5,90.2,95.1,92.5,94.1,97.0,75.5,71.4,66.5,91.4,78.9,64.8,61.2,56.4,96.3,79.3,100.0,53.6,57.5
SOIL002093,Cagayan Valley,Isabela Sandy Loam,Sandy Loam,Type III,Dry Season,111.1,28.1,103.9,0.07,13.54,1.286,5.6,0.56,31.8,29.6,95.1,60.0,0.97,Well Drained,0,0.9,Virgin Land,Vegetable,Cassava,Cassava|Pinya (Pineapple)|Camote,51.7,45.0,93.3,96.7,95.1,84.7,76.4,92.6,66.8,67.4,66.5,68.5,91.9,90.5,83.9,79.2,91.3,93.7,78.3,83.3,79.2,95.3,94.7,60.7,71.1,81.2
SOIL001175,Bicol Region,Albay Clay Loam,Clay Loam,Type II,Dry Season,279.8,29.5,315.8,0.035,,3.089,5.2,0.55,29.9,,23.9,90.0,1.55,Moderately Well Drained,0,1.9,Monocrop,None,Langka (Jackfruit),Langka (Jackfruit)|Niyog (Coconut)|Malunggay (Moringa),49.4,61.5,83.0,75.4,79.1,82.6,84.9,90.4,65.4,70.2,69.0,63.0,90.5,71.9,51.1,71.8,87.2,80.5,58.2,52.6,41.1,77.5,87.0,76.6,48.0,43.5
SOIL001124,Northern Mindanao,Misamis Sandy Loam,Sandy Loam,Type IV,Wet Season,304.8,28.1,177.8,0.209,8.04,2.318,4.5,2.26,58.4,16.2,19.9,60.0,1.7,Well Drained,0,0.0,Virgin Land,Corn,Pinya (Pineapple),Pinya (Pineapple)|Langka (Jackfruit)|Malunggay (Moringa),43.7,74.0,86.9,82.3,78.9,84.8,75.1,95.9,87.4,96.9,92.9,85.4,97.8,67.4,62.9,69.5,97.8,66.3,64.7,65.8,58.0,98.7,76.3,85.8,55.9,55.0
SOIL004264,Central Luzon,Bulacan Clay Loam,Clay Loam,Type I,Wet Season,183.9,25.1,353.8,0.162,3.55,3.154,6.9,2.4,53.4,20.2,82.9,45.0,1.15,Well Drained,0,9.9,Rotation,Coconut,Niyog (Coconut),Niyog (Coconut)|Abaka (Abaca)|Luya (Ginger),61.0,85.0,94.9,64.9,63.6,96.8,97.3,100.0,92.5,96.8,100.0,100.0,99.0,70.2,62.2,69.6,89.9,72.6,68.3,58.7,57.5,77.9,81.7,89.1,59.2,39.0
SOIL003774,Cagayan Valley,Tuguegarao Clay Loam,Clay Loam,Type III,Wet Season,211.5,30.1,285.8,0.351,7.66,1.879,6.5,3.96,78.3,22.8,40.5,120.0,1.21,Poorly Drained,0,7.7,Monocrop,None,Palay (Rice),Palay (Rice)|Mais (Corn)|Tubo (Sugarcane),56.6,100.0,95.8,53.0,49.9,93.6,95.4,85.6,89.4,91.6,89.9,93.4,89.4,67.7,54.8,76.9,83.0,73.4,61.5,51.2,45.8,86.7,72.9,91.5,50.6,43.4
SOIL004881,Ilocos Region,Pablo Clay,Clay,Type I,Wet Season,359.5,27.6,332.4,0.335,38.09,1.452,6.8,3.32,78.0,26.3,84.3,75.0,1.0,Well Drained,1,11.2,Fallow,Unknown,Tubo (Sugarcane),Tubo (Sugarcane)|Kakaw (Cacao)|Luya (Ginger),54.8,93.7,91.5,64.8,60.4,95.0,100.0,86.1,86.8,97.0,91.1,95.2,91.7,63.4,55.8,67.7,81.0,71.3,61.5,64.9,60.0,84.9,72.6,87.1,51.9,45.2
SOIL006225,Eastern Visayas,Leyte Clay,Clay,Type II,Transition,207.2,28.1,108.7,0.314,11.19,0.86,5.6,3.28,42.3,,76.1,75.0,1.52,Poorly Drained,0,4.0,Rotation,Rice,Palay (Rice),Palay (Rice)|Pechay|Mais (Corn),43.2,98.8,84.8,74.8,72.6,83.0,72.0,77.0,80.4,82.5,79.6,80.3,81.8,85.4,72.6,72.7,75.9,81.4,78.3,61.0,55.6,83.0,82.0,77.4,62.5,72.8
SOIL002709,Central Luzon,Candaba Muck,Muck,Type I,Wet Season,124.0,29.8,223.8,0.187,26.29,1.133,6.7,2.26,40.7,32.4,100.0,45.0,1.46,Somewhat Poorly Drained,1,1.5,Virgin Land,Coconut,Palay (Rice),Palay (Rice)|Malunggay (Moringa)|Saging (Banana),57.5,99.8,81.8,64.7,65.6,83.1,81.2,82.4,70.6,81.8,82.6,82.0,80.1,59.8,66.3,62.2,86.6,66.6,68.4,50.4,48.1,77.7,61.2,75.1,49.3,42.3
SOIL003012,CALABARZON,Los Banos Clay Loam,Clay Loam,Type III,Transition,135.0,24.4,175.9,0.229,,0.915,7.1,2.36,42.1,26.0,29.7,60.0,1.54,Well Drained,0,3.4,Fallow,Corn,Kakaw (Cacao),Kakaw (Cacao)|Abaka (Abaca)|Langka (Jackfruit),34.3,87.8,99.7,89.4,86.7,99.4,84.1,95.8,87.1,100.0,100.0,98.8,100.0,96.8,90.5,93.7,100.0,100.0,100.0,71.4,67.8,83.5,97.9,85.6,91.2,65.7
